#,config,g,E,Eth_eV,n,Zeff,Eth_nm
105,5p5.(2P*<3/2>).10s,5.0,11.748734,0.381110,10,1,3253.238328
106,5p5.(2P*<3/2>).6f,5.0,11.748735,0.381109,6,1,3253.246864
107,5p5.(2P*<3/2>).6f,7.0,11.749916,0.379928,6,1,3263.364680
108,5p5.(2P*<3/2>).6f,9.0,11.749923,0.379920,6,1,3263.427384
109,5p5.(2P*<3/2>).10s,3.0,11.752101,0.377743,10,1,3282.235954
110,5p5.(2P*<3/2>).10p,3.0,11.797638,0.332206,10,1,3732.151448
111,5p5.(2P*<3/2>).9d,1.0,11.800764,0.329080,9,1,3767.602826
112,5p5.(2P*<3/2>).10p,5.0,11.801022,0.328822,10,1,3770.560107
113,5p5.(2P*<3/2>).10p,7.0,11.802865,0.326979,10,1,3791.812691
114,5p5.(2P*<3/2>).10p,3.0,11.805336,0.324508,10,1,3820.685871
115,5p5.(2P*<3/2>).9d,3.0,11.806817,0.323027,9,1,3838.199235
116,5p5.(2P*<3/2>).10p,5.0,11.806964,0.322880,10,1,3839.950249
117,5p5.(2P*<3/2>).9d,9.0,11.809489,0.320355,9,1,3870.217516
118,5p5.(2P*<3/2>).9d,5.0,11.812522,0.317322,9,1,3907.208314
119,5p5.(2P*<3/2>).9d,7.0,11.813587,0.316256,9,1,3920.370865
120,5p5.(2P*<3/2>).10p,1.0,11.813966,0.315878,10,1,3925.069685
121,5p5.(2P*<3/2>).9d,5.0,11.817356,0.312488,9,1,3967.645438
122,5p5.(2P*<3/2>).9d,7.0,11.819999,0.309845,9,1,4001.497475
123,5p5.(2P*<3/2>).9d,3.0,11.840302,0.289542,9,1,4282.084357
124,5p5.(2P*<3/2>).7f,3.0,11.848063,0.281780,7,1,4400.027626
125,5p5.(2P*<3/2>).7f,5.0,11.848246,0.281598,7,1,4402.879226
126,5p5.(2P*<3/2>).7f,11.0,11.848815,0.281029,7,1,4411.798455
127,5p5.(2P*<3/2>).7f,9.0,11.848857,0.280987,7,1,4412.457900
128,5p5.(2P*<3/2>).7f,7.0,11.849909,0.279935,7,1,4429.036838
129,5p5.(2P*<3/2>).7f,5.0,11.850063,0.279781,7,1,4431.477884
130,5p5.(2P*<3/2>).11s,5.0,11.850281,0.279563,11,1,4434.931916
131,5p5.(2P*<3/2>).7f,7.0,11.850792,0.279052,7,1,4443.054761
132,5p5.(2P*<3/2>).7f,9.0,11.850801,0.279043,7,1,4443.198064
133,5p5.(2P*<3/2>).11s,3.0,11.851770,0.278074,11,1,4458.681221
134,5p5.(2P*<1/2>).7s,1.0,11.867885,1.568382,7,1,790.523113
135,5p5.(2P*<1/2>).7s,3.0,11.877759,1.558508,7,1,795.531306
136,5p5.(2P*<3/2>).11p,3.0,11.881500,0.248344,11,1,4992.443876
137,5p5.(2P*<3/2>).11p,5.0,11.883710,0.246134,11,1,5037.270330
138,5p5.(2P*<3/2>).11p,7.0,11.884900,0.244944,11,1,5061.742696
139,5p5.(2P*<3/2>).11p,3.0,11.886451,0.243393,11,1,5093.998235
140,5p5.(2P*<3/2>).11p,5.0,11.887531,0.242313,11,1,5116.702444
141,5p5.(2P*<3/2>).10d,9.0,11.889117,0.240727,10,1,5150.408967
142,5p5.(2P*<3/2>).10d,1.0,11.889620,0.240224,10,1,5161.197602
143,5p5.(2P*<3/2>).10d,5.0,11.890655,0.239189,10,1,5183.530762
144,5p5.(2P*<3/2>).10d,7.0,11.891573,0.238271,10,1,5203.497298
145,5p5.(2P*<3/2>).10d,3.0,11.891682,0.238162,10,1,5205.872235
146,5p5.(2P*<3/2>).11p,1.0,11.892010,0.237834,11,1,5213.062675
147,5p5.(2P*<3/2>).10d,5.0,11.894027,0.235817,10,1,5257.651321
148,5p5.(2P*<3/2>).10d,7.0,11.895860,0.233984,10,1,5298.841390
149,5p5.(2P*<3/2>).10d,3.0,11.908158,0.221686,10,1,5592.791887
150,5p5.(2P*<3/2>).8f,3.0,11.914417,0.215427,8,1,5755.284671
151,5p5.(2P*<3/2>).8f,5.0,11.914548,0.215296,8,1,5758.786563
152,5p5.(2P*<3/2>).8f,11.0,11.914956,0.214888,8,1,5769.720577
153,5p5.(2P*<3/2>).8f,9.0,11.914974,0.214870,8,1,5770.203916
154,5p5.(2P*<3/2>).8f,7.0,11.915664,0.214180,8,1,5788.793169
155,5p5.(2P*<3/2>).8f,5.0,11.915794,0.214050,8,1,5792.308909
156,5p5.(2P*<3/2>).12s,5.0,11.916025,0.213819,12,1,5798.566656
157,5p5.(2P*<3/2>).8f,7.0,11.916266,0.213578,8,1,5805.109730
158,5p5.(2P*<3/2>).8f,9.0,11.916275,0.213569,8,1,5805.354363
159,5p5.(2P*<3/2>).12s,3.0,11.917705,0.212139,12,1,5844.487518
160,5p5.(2P*<3/2>).12p,3.0,11.937150,0.192694,12,1,6434.263208
161,5p5.(2P*<3/2>).12p,5.0,11.938690,0.191154,12,1,6486.099847
162,5p5.(2P*<3/2>).12p,7.0,11.939548,0.190296,12,1,6515.344195
163,5p5.(2P*<3/2>).11d,1.0,11.940251,0.189593,11,1,6539.502757
164,5p5.(2P*<3/2>).12p,3.0,11.940529,0.189315,12,1,6549.105718
165,5p5.(2P*<3/2>).12p,5.0,11.941276,0.188568,12,1,6575.049621
166,5p5.(2P*<3/2>).11d,3.0,11.941558,0.188286,11,1,6584.897230
167,5p5.(2P*<3/2>).11d,9.0,11.942350,0.187494,11,1,6612.712770
168,5p5.(2P*<3/2>).11d,5.0,11.943227,0.186617,11,1,6643.789030
169,5p5.(2P*<3/2>).11d,7.0,11.943953,0.185891,11,1,6669.743663
170,5p5.(2P*<3/2>).12p,1.0,11.944367,0.185477,12,1,6684.623914
171,5p5.(2P*<3/2>).11d,5.0,11.945633,0.184211,11,1,6730.564426
172,5p5.(2P*<3/2>).11d,7.0,11.946939,0.182905,11,1,6778.622880
173,5p5.(2P*<3/2>).11d,3.0,11.955024,0.174820,11,1,7092.118247
174,5p5.(2P*<3/2>).9f,3.0,11.959842,0.170002,9,1,7293.115212
175,5p5.(2P*<3/2>).9f,5.0,11.959921,0.169923,9,1,7296.505907
176,5p5.(2P*<3/2>).9f,11.0,11.960214,0.169630,9,1,7309.109103
177,5p5.(2P*<3/2>).9f,9.0,11.960225,0.169619,9,1,7309.583108
178,5p5.(2P*<3/2>).9f,7.0,11.960722,0.169122,9,1,7331.063869
179,5p5.(2P*<3/2>).9f,5.0,11.960804,0.169040,9,1,7334.620118
180,5p5.(2P*<3/2>).13s,5.0,11.961020,0.168824,13,1,7344.004333
