#,config,g,E,Eth_eV,n,Zeff,Eth_nm
375,3s2.3p4.(3P<2>).8i,16.0,26.779208,0.850462,8,1,1457.846104
376,3s2.3p4.(3P<2>).8i,18.0,26.779209,0.850461,8,1,1457.846790
377,3s2.3p4.(3P<2>).8k,12.0,26.779243,0.850427,8,1,1457.906103
378,3s2.3p4.(3P<2>).8k,14.0,26.779245,0.850426,8,1,1457.907817
379,3s2.3p4.(3P<2>).8i,10.0,26.779413,0.850257,8,1,1458.196224
380,3s2.3p4.(3P<2>).8i,8.0,26.779413,0.850257,8,1,1458.196224
381,3s2.3p4.(3P<2>).8k,18.0,26.779476,0.850195,8,1,1458.303934
382,3s2.3p4.(3P<2>).8k,20.0,26.779477,0.850193,8,1,1458.306850
383,3s2.3p4.(3P<2>).8k,10.0,26.779561,0.850109,8,1,1458.449918
384,3s2.3p4.(3P<2>).8k,12.0,26.779562,0.850108,8,1,1458.452834
385,3s2.3p4.(1D).5d,2.0,26.889960,2.476729,5,1,500.596547
386,3s2.3p4.(3P<1>).8i,14.0,26.916643,0.850919,8,1,1457.062972
387,3s2.3p4.(3P<1>).8i,16.0,26.916644,0.850917,8,1,1457.065027
388,3s2.3p4.(3P<1>).8i,12.0,26.916667,0.850894,8,1,1457.104754
389,3s2.3p4.(3P<1>).8i,10.0,26.916667,0.850894,8,1,1457.104754
390,3s2.3p4.(3P<1>).8k,12.0,26.917031,0.850530,8,1,1457.728178
391,3s2.3p4.(3P<1>).8k,14.0,26.917033,0.850529,8,1,1457.730577
392,3s2.3p4.(3P<1>).8k,16.0,26.917078,0.850483,8,1,1457.808736
393,3s2.3p4.(3P<1>).8k,18.0,26.917080,0.850481,8,1,1457.812164
394,3s2.3p4.(3P<1>).8i,14.0,26.917208,0.850354,8,1,1458.030745
395,3s2.3p4.(3P<1>).8i,12.0,26.917208,0.850354,8,1,1458.030745
396,3s2.3p4.(3P<1>).8k,16.0,26.917437,0.850124,8,1,1458.424699
397,3s2.3p4.(3P<1>).8k,14.0,26.917439,0.850123,8,1,1458.427100
398,3s2.3p4.(3P<0>).8i,12.0,26.973692,0.850662,8,1,1457.502663
399,3s2.3p4.(3P<0>).8i,14.0,26.973693,0.850661,8,1,1457.504547
400,3s2.3p4.(3P<0>).8k,16.0,26.973979,0.850375,8,1,1457.994053
401,3s2.3p4.(3P<0>).8k,14.0,26.973980,0.850374,8,1,1457.996453
402,3s2.3p4.(1D<2>).5f,10.0,27.145211,2.221478,5,1,558.115846
403,3s2.3p4.(1D<2>).5f,12.0,27.145213,2.221476,5,1,558.116308
404,3s2.3p4.(1D<2>).5f,6.0,27.152775,2.213914,5,1,560.022650
405,3s2.3p4.(1D<2>).5f,4.0,27.153006,2.213683,5,1,560.081089
406,3s2.3p4.(1D<2>).5g,6.0,27.171451,2.195238,5,1,564.786994
407,3s2.3p4.(1D<2>).5f,8.0,27.172460,2.194229,5,1,565.046759
408,3s2.3p4.(1D<2>).5g,14.0,27.177781,2.188908,5,1,566.420456
409,3s2.3p4.(1D<2>).5g,12.0,27.177782,2.188907,5,1,566.420585
410,3s2.3p4.(1D<2>).5g,8.0,27.183119,2.183570,5,1,567.805113
411,3s2.3p4.(1D<2>).5g,6.0,27.183138,2.183552,5,1,567.809820
412,3s2.3p4.(1D<2>).5g,8.0,27.191909,2.174780,5,1,570.099884
413,3s2.3p4.(1D<2>).5g,10.0,27.191910,2.174779,5,1,570.100329
414,3s2.3p4.(1D<2>).5g,10.0,27.192480,2.174209,5,1,570.249613
415,3s2.3p4.(1D<2>).5g,12.0,27.192483,2.174206,5,1,570.250571
416,3s2.3p4.(1D<2>).6g,14.0,27.847650,1.519039,6,1,816.201710
417,3s2.3p4.(1D<2>).6g,12.0,27.847651,1.519038,6,1,816.201925
