#,config,g,E,Eth_eV,n,Zeff,Eth_nm
25,3s2.3p5.(2P*<1/2>).3d,5.0,14.213672,1.723434,3,1,719.402035
26,3s2.3p5.(2P*<1/2>).3d,5.0,14.234023,1.703083,3,1,727.998576
27,3s2.3p5.(2P*<1/2>).3d,7.0,14.236106,1.700999,3,1,728.890278
28,3s2.3p5.(2P*<1/2>).5s,1.0,14.241028,1.696078,5,1,731.005338
29,3s2.3p5.(2P*<1/2>).5s,3.0,14.255086,1.682020,5,1,737.114897
30,3s2.3p5.(2P*<1/2>).3d,3.0,14.303668,1.633437,3,1,759.038670
31,3s2.3p5.(2P*<3/2>).5p,3.0,14.463996,1.295616,5,1,956.951643
32,3s2.3p5.(2P*<3/2>).5p,7.0,14.499054,1.260558,5,1,983.565793
33,3s2.3p5.(2P*<3/2>).5p,5.0,14.506068,1.253544,5,1,989.069173
34,3s2.3p5.(2P*<3/2>).5p,3.0,14.524913,1.234699,5,1,1004.165700
35,3s2.3p5.(2P*<3/2>).5p,5.0,14.528913,1.230698,5,1,1007.429582
36,3s2.3p5.(2P*<3/2>).5p,1.0,14.575949,1.183663,5,1,1047.461869
37,3s2.3p5.(2P*<1/2>).5p,3.0,14.680650,1.256455,5,1,986.777670
38,3s2.3p5.(2P*<1/2>).5p,3.0,14.687118,1.249987,5,1,991.883633
39,3s2.3p5.(2P*<1/2>).5p,5.0,14.688290,1.248815,5,1,992.814553
40,3s2.3p5.(2P*<3/2>).4d,1.0,14.693640,1.065972,4,1,1163.109117
41,3s2.3p5.(2P*<3/2>).4d,3.0,14.710898,1.048714,4,1,1182.250090
42,3s2.3p5.(2P*<1/2>).5p,1.0,14.738115,1.198990,5,1,1034.071808
43,3s2.3p5.(2P*<3/2>).4d,5.0,14.742541,1.017071,4,1,1219.031831
44,3s2.3p5.(2P*<3/2>).4d,9.0,14.757052,1.002560,4,1,1236.675723
45,3s2.3p5.(2P*<3/2>).4d,7.0,14.780512,0.979100,4,1,1266.307947
46,3s2.3p5.(2P*<3/2>).4d,5.0,14.809272,0.950340,4,1,1304.630043
47,3s2.3p5.(2P*<3/2>).4d,7.0,14.824298,0.935314,4,1,1325.589178
48,3s2.3p5.(2P*<3/2>).6s,5.0,14.838811,0.920801,6,1,1346.482160
49,3s2.3p5.(2P*<3/2>).6s,3.0,14.848369,0.911243,6,1,1360.605356
50,3s2.3p5.(2P*<3/2>).4d,3.0,14.859230,0.900382,4,1,1377.017890
51,3s2.3p5.(2P*<3/2>).4f,3.0,14.901442,0.858170,4,1,1444.750517
52,3s2.3p5.(2P*<3/2>).4f,5.0,14.901491,0.858121,4,1,1444.833856
53,3s2.3p5.(2P*<3/2>).4f,11.0,14.903785,0.855827,4,1,1448.706829
54,3s2.3p5.(2P*<3/2>).4f,9.0,14.903790,0.855822,4,1,1448.715292
55,3s2.3p5.(2P*<3/2>).4f,7.0,14.906589,0.853023,4,1,1453.468922
56,3s2.3p5.(2P*<3/2>).4f,5.0,14.906628,0.852984,4,1,1453.535037
57,3s2.3p5.(2P*<3/2>).4f,7.0,14.909085,0.850527,4,1,1457.733148
58,3s2.3p5.(2P*<3/2>).4f,9.0,14.909089,0.850523,4,1,1457.741204
59,3s2.3p5.(2P*<1/2>).4d,5.0,14.952605,0.984501,4,1,1259.361022
60,3s2.3p5.(2P*<1/2>).4d,5.0,14.954852,0.982254,4,1,1262.242317
61,3s2.3p5.(2P*<1/2>).4d,7.0,14.971522,0.965583,4,1,1284.034311
62,3s2.3p5.(2P*<1/2>).4d,3.0,15.003566,0.933540,4,1,1328.108472
63,3s2.3p5.(2P*<3/2>).6p,3.0,15.010610,0.749002,6,1,1655.325995
64,3s2.3p5.(2P*<1/2>).6s,1.0,15.014065,0.923040,6,1,1343.215762
65,3s2.3p5.(2P*<1/2>).6s,3.0,15.022088,0.915017,6,1,1354.993032
66,3s2.3p5.(2P*<3/2>).6p,7.0,15.022591,0.737021,6,1,1682.234271
67,3s2.3p5.(2P*<3/2>).6p,5.0,15.025869,0.733743,6,1,1689.749429
68,3s2.3p5.(2P*<3/2>).6p,3.0,15.033972,0.725640,6,1,1708.618577
69,3s2.3p5.(2P*<3/2>).6p,5.0,15.035640,0.723972,6,1,1712.555870
70,3s2.3p5.(2P*<3/2>).6p,1.0,15.060390,0.699222,6,1,1773.174098
71,3s2.3p5.(2P*<1/2>).4f,7.0,15.083079,0.854026,4,1,1451.760757
72,3s2.3p5.(2P*<1/2>).4f,9.0,15.083084,0.854021,4,1,1451.769597
73,3s2.3p5.(2P*<1/2>).4f,7.0,15.083203,0.853903,4,1,1451.970726
74,3s2.3p5.(2P*<1/2>).4f,5.0,15.083246,0.853860,4,1,1452.043676
75,3s2.3p5.(2P*<3/2>).5d,1.0,15.100544,0.659068,5,1,1881.204408
76,3s2.3p5.(2P*<3/2>).5d,3.0,15.117746,0.641866,5,1,1931.622662
77,3s2.3p5.(2P*<3/2>).5d,9.0,15.130544,0.629068,5,1,1970.920331
78,3s2.3p5.(2P*<3/2>).5d,5.0,15.136848,0.622763,5,1,1990.871533
79,3s2.3p5.(2P*<3/2>).5d,7.0,15.145928,0.613684,5,1,2020.327713
80,3s2.3p5.(2P*<3/2>).5d,5.0,15.161049,0.598563,5,1,2071.363186
81,3s2.3p5.(2P*<3/2>).5d,7.0,15.166946,0.592666,5,1,2091.975617
82,3s2.3p5.(2P*<3/2>).7s,5.0,15.180634,0.578978,7,1,2141.430798
83,3s2.3p5.(2P*<3/2>).7s,3.0,15.185508,0.574104,7,1,2159.612545
84,3s2.3p5.(2P*<3/2>).5d,3.0,15.189824,0.569788,5,1,2175.970684
85,3s2.3p5.(2P*<1/2>).6p,3.0,15.200615,0.736491,6,1,1683.444900
86,3s2.3p5.(2P*<1/2>).6p,3.0,15.201658,0.735448,6,1,1685.832334
87,3s2.3p5.(2P*<1/2>).6p,5.0,15.204809,0.732297,6,1,1693.086994
88,3s2.3p5.(2P*<3/2>).5f,3.0,15.211133,0.548478,5,1,2260.511550
89,3s2.3p5.(2P*<3/2>).5f,5.0,15.211176,0.548436,5,1,2260.687961
90,3s2.3p5.(2P*<3/2>).5f,11.0,15.212320,0.547292,5,1,2265.413047
91,3s2.3p5.(2P*<3/2>).5f,9.0,15.212328,0.547284,5,1,2265.444092
92,3s2.3p5.(2P*<3/2>).5f,7.0,15.213841,0.545771,5,1,2271.725658
93,3s2.3p5.(2P*<3/2>).5f,5.0,15.213869,0.545743,5,1,2271.840963
94,3s2.3p5.(2P*<3/2>).5g,5.0,15.214033,0.545579,5,1,2272.525540
95,3s2.3p5.(2P*<3/2>).5g,7.0,15.214033,0.545579,5,1,2272.525540
96,3s2.3p5.(2P*<3/2>).5g,13.0,15.214453,0.545159,5,1,2274.276334
97,3s2.3p5.(2P*<3/2>).5g,11.0,15.214453,0.545159,5,1,2274.276334
98,3s2.3p5.(2P*<3/2>).5f,7.0,15.215071,0.544541,5,1,2276.856994
99,3s2.3p5.(2P*<3/2>).5f,9.0,15.215075,0.544537,5,1,2276.872465
100,3s2.3p5.(2P*<3/2>).5g,9.0,15.215275,0.544337,5,1,2277.710705
101,3s2.3p5.(2P*<3/2>).5g,7.0,15.215275,0.544337,5,1,2277.710705
102,3s2.3p5.(2P*<3/2>).5g,11.0,15.215712,0.543900,5,1,2279.540747
103,3s2.3p5.(2P*<3/2>).5g,9.0,15.215712,0.543900,5,1,2279.540747
104,3s2.3p5.(2P*<1/2>).6p,1.0,15.224087,0.713018,6,1,1738.864720
105,3s2.3p5.(2P*<3/2>).7p,3.0,15.271372,0.488240,7,1,2539.410393
106,3s2.3p5.(2P*<3/2>).7p,7.0,15.275570,0.484042,7,1,2561.434719
107,3s2.3p5.(2P*<3/2>).7p,5.0,15.277418,0.482194,7,1,2571.251906
108,3s2.3p5.(2P*<3/2>).7p,3.0,15.281661,0.477951,7,1,2594.078146
109,3s2.3p5.(2P*<3/2>).7p,5.0,15.282481,0.477130,7,1,2598.538522
110,3s2.3p5.(2P*<1/2>).5d,5.0,15.296293,0.640812,5,1,1934.797329
111,3s2.3p5.(2P*<3/2>).7p,1.0,15.297796,0.461816,7,1,2684.709312
112,3s2.3p5.(2P*<3/2>).6d,3.0,15.308078,0.451534,6,1,2745.842916
113,3s2.3p5.(2P*<1/2>).5d,5.0,15.312729,0.624376,5,1,1985.728296
114,3s2.3p5.(2P*<3/2>).6d,1.0,15.313155,0.446457,6,1,2777.071689
115,3s2.3p5.(2P*<1/2>).5d,7.0,15.319168,0.617938,5,1,2006.419490
116,3s2.3p5.(2P*<3/2>).6d,9.0,15.331040,0.428572,6,1,2892.961448
117,3s2.3p5.(2P*<3/2>).6d,7.0,15.346003,0.413609,6,1,2997.619138
118,3s2.3p5.(2P*<3/2>).6d,5.0,15.350299,0.409313,6,1,3029.082617
119,3s2.3p5.(2P*<1/2>).5d,3.0,15.351173,0.585933,5,1,2116.014754
120,3s2.3p5.(2P*<3/2>).6d,5.0,15.352560,0.407052,6,1,3045.908637
121,3s2.3p5.(2P*<3/2>).6d,7.0,15.353263,0.406349,6,1,3051.177435
122,3s2.3p5.(2P*<1/2>).7s,1.0,15.358295,0.578811,7,1,2142.049870
123,3s2.3p5.(2P*<1/2>).7s,3.0,15.359436,0.577670,7,1,2146.280796
124,3s2.3p5.(2P*<3/2>).8s,5.0,15.362041,0.397570,8,1,3118.546231
125,3s2.3p5.(2P*<3/2>).8s,3.0,15.366089,0.393522,8,1,3150.626202
126,3s2.3p5.(2P*<3/2>).6d,3.0,15.373670,0.385942,6,1,3212.509407
127,3s2.3p5.(2P*<3/2>).6f,3.0,15.379136,0.380475,6,1,3258.664446
128,3s2.3p5.(2P*<3/2>).6f,5.0,15.379156,0.380456,6,1,3258.832323
129,3s2.3p5.(2P*<3/2>).6f,11.0,15.379819,0.379793,6,1,3264.516930
130,3s2.3p5.(2P*<3/2>).6f,9.0,15.379822,0.379790,6,1,3264.547015
131,3s2.3p5.(2P*<3/2>).6f,7.0,15.380410,0.379202,6,1,3269.611690
132,3s2.3p5.(2P*<3/2>).6f,5.0,15.380442,0.379170,6,1,3269.884179
133,3s2.3p5.(2P*<3/2>).6g,5.0,15.380867,0.378745,6,1,3273.554269
134,3s2.3p5.(2P*<3/2>).6g,7.0,15.380867,0.378745,6,1,3273.554269
135,3s2.3p5.(2P*<3/2>).6g,11.0,15.381105,0.378507,6,1,3275.612636
136,3s2.3p5.(2P*<3/2>).6g,13.0,15.381105,0.378507,6,1,3275.612636
137,3s2.3p5.(2P*<3/2>).6f,7.0,15.381260,0.378351,6,1,3276.958891
138,3s2.3p5.(2P*<3/2>).6f,9.0,15.381262,0.378350,6,1,3276.968419
139,3s2.3p5.(2P*<3/2>).6g,9.0,15.381548,0.378064,6,1,3279.450866
140,3s2.3p5.(2P*<3/2>).6g,7.0,15.381548,0.378064,6,1,3279.450866
141,3s2.3p5.(2P*<3/2>).6g,9.0,15.381800,0.377812,6,1,3281.638255
142,3s2.3p5.(2P*<3/2>).6g,11.0,15.381800,0.377812,6,1,3281.638255
143,3s2.3p5.(2P*<1/2>).5f,7.0,15.390861,0.546244,5,1,2269.757793
144,3s2.3p5.(2P*<1/2>).5f,9.0,15.390865,0.546241,5,1,2269.772752
145,3s2.3p5.(2P*<1/2>).5f,7.0,15.391053,0.546053,5,1,2270.554210
146,3s2.3p5.(2P*<1/2>).5f,5.0,15.391080,0.546025,5,1,2270.668564
147,3s2.3p5.(2P*<1/2>).5g,9.0,15.392423,0.544683,5,1,2276.265168
148,3s2.3p5.(2P*<1/2>).5g,11.0,15.392423,0.544683,5,1,2276.265168
149,3s2.3p5.(2P*<1/2>).5g,7.0,15.392452,0.544654,5,1,2276.386367
150,3s2.3p5.(2P*<1/2>).5g,9.0,15.392452,0.544654,5,1,2276.386367
151,3s2.3p5.(2P*<3/2>).8p,3.0,15.412684,0.346928,8,1,3573.774217
152,3s2.3p5.(2P*<3/2>).8p,7.0,15.417314,0.342298,8,1,3622.113908
153,3s2.3p5.(2P*<3/2>).8p,5.0,15.418289,0.341323,8,1,3632.460595
154,3s2.3p5.(2P*<3/2>).8p,3.0,15.420697,0.338915,8,1,3658.269331
155,3s2.3p5.(2P*<3/2>).8p,5.0,15.421298,0.338314,8,1,3664.768088
156,3s2.3p5.(2P*<3/2>).8p,1.0,15.428512,0.331100,8,1,3744.616004
157,3s2.3p5.(2P*<3/2>).7d,1.0,15.439343,0.320269,7,1,3871.247095
158,3s2.3p5.(2P*<3/2>).7d,3.0,15.442836,0.316776,7,1,3913.942845
159,3s2.3p5.(2P*<3/2>).7d,5.0,15.448913,0.310698,7,1,3990.498777
160,3s2.3p5.(2P*<3/2>).7d,9.0,15.449653,0.309959,7,1,4000.021888
161,3s2.3p5.(2P*<1/2>).7p,3.0,15.453818,0.483288,7,1,2565.433162
162,3s2.3p5.(2P*<3/2>).7d,7.0,15.454567,0.305045,7,1,4064.450683
163,3s2.3p5.(2P*<1/2>).7p,3.0,15.454748,0.482358,7,1,2570.379394
164,3s2.3p5.(2P*<1/2>).7p,5.0,15.455677,0.481429,7,1,2575.339387
165,3s2.3p5.(2P*<3/2>).7d,5.0,15.459832,0.299780,7,1,4135.835425
166,3s2.3p5.(2P*<3/2>).7d,7.0,15.462699,0.296912,7,1,4175.782375
167,3s2.3p5.(2P*<1/2>).7p,1.0,15.467005,0.470101,7,1,2637.395022
168,3s2.3p5.(2P*<3/2>).9s,5.0,15.469706,0.289906,9,1,4276.704904
169,3s2.3p5.(2P*<3/2>).9s,3.0,15.471072,0.288540,9,1,4296.951598
170,3s2.3p5.(2P*<3/2>).7d,3.0,15.471767,0.287845,7,1,4307.326565
171,3s2.3p5.(2P*<3/2>).7f,3.0,15.480312,0.279300,7,1,4439.109617
172,3s2.3p5.(2P*<3/2>).7f,5.0,15.480336,0.279276,7,1,4439.487920
173,3s2.3p5.(2P*<3/2>).7f,11.0,15.480742,0.278870,7,1,4445.946481
174,3s2.3p5.(2P*<3/2>).7f,9.0,15.480743,0.278869,7,1,4445.971989
175,3s2.3p5.(2P*<3/2>).7f,7.0,15.481284,0.278328,7,1,4454.610658
176,3s2.3p5.(2P*<3/2>).7f,5.0,15.481298,0.278314,7,1,4454.833137
177,3s2.3p5.(2P*<3/2>).7g,11.0,15.481568,0.278044,7,1,4459.159091
178,3s2.3p5.(2P*<3/2>).7g,13.0,15.481568,0.278044,7,1,4459.159091
179,3s2.3p5.(2P*<3/2>).7h,7.0,15.481715,0.277897,7,1,4461.517866
180,3s2.3p5.(2P*<3/2>).7h,9.0,15.481715,0.277897,7,1,4461.517866
181,3s2.3p5.(2P*<3/2>).7f,7.0,15.481736,0.277876,7,1,4461.855038
182,3s2.3p5.(2P*<3/2>).7f,9.0,15.481743,0.277869,7,1,4461.967440
183,3s2.3p5.(2P*<3/2>).7h,13.0,15.481779,0.277833,7,1,4462.545596
184,3s2.3p5.(2P*<3/2>).7h,15.0,15.481779,0.277833,7,1,4462.545596
185,3s2.3p5.(2P*<3/2>).9p,3.0,15.502923,0.256689,9,1,4830.134783
186,3s2.3p5.(2P*<3/2>).9p,7.0,15.504736,0.254876,9,1,4864.492815
187,3s2.3p5.(2P*<3/2>).9p,5.0,15.505434,0.254178,9,1,4877.851239
188,3s2.3p5.(2P*<1/2>).6d,5.0,15.506261,0.430844,6,1,2877.703249
189,3s2.3p5.(2P*<3/2>).9p,3.0,15.507030,0.252582,9,1,4908.673125
190,3s2.3p5.(2P*<3/2>).9p,5.0,15.507341,0.252271,9,1,4914.724545
191,3s2.3p5.(2P*<1/2>).6d,5.0,15.512082,0.425024,6,1,2917.110664
192,3s2.3p5.(2P*<3/2>).9p,1.0,15.513213,0.246399,9,1,5031.848699
193,3s2.3p5.(2P*<3/2>).8d,3.0,15.514866,0.244746,8,1,5065.827311
194,3s2.3p5.(2P*<1/2>).6d,7.0,15.516615,0.420491,6,1,2948.557860
195,3s2.3p5.(2P*<3/2>).8d,1.0,15.518227,0.241385,8,1,5136.369277
196,3s2.3p5.(2P*<3/2>).8d,9.0,15.525275,0.234337,8,1,5290.852547
197,3s2.3p5.(2P*<3/2>).8d,7.0,15.531429,0.228183,8,1,5433.544689
198,3s2.3p5.(2P*<3/2>).8d,5.0,15.533100,0.226512,8,1,5473.628469
199,3s2.3p5.(2P*<1/2>).6d,3.0,15.533517,0.403589,6,1,3072.044269
200,3s2.3p5.(2P*<3/2>).8d,5.0,15.534133,0.225479,8,1,5498.705131
201,3s2.3p5.(2P*<3/2>).8d,7.0,15.534435,0.225177,8,1,5506.079817
202,3s2.3p5.(2P*<3/2>).10s,5.0,15.538932,0.220680,10,1,5618.282337
203,3s2.3p5.(2P*<3/2>).10s,3.0,15.539168,0.220444,10,1,5624.297086
204,3s2.3p5.(2P*<1/2>).8s,1.0,15.539521,0.397585,8,1,3118.435791
205,3s2.3p5.(2P*<1/2>).8s,3.0,15.541820,0.395286,8,1,3136.572764
206,3s2.3p5.(2P*<3/2>).8f,3.0,15.545920,0.213692,8,1,5802.007396
207,3s2.3p5.(2P*<3/2>).8f,5.0,15.545925,0.213687,8,1,5802.143156
208,3s2.3p5.(2P*<3/2>).8f,9.0,15.546100,0.213512,8,1,5806.898746
209,3s2.3p5.(2P*<3/2>).8f,11.0,15.546201,0.213411,8,1,5809.646950
210,3s2.3p5.(2P*<3/2>).8f,7.0,15.546505,0.213107,8,1,5817.934494
211,3s2.3p5.(2P*<3/2>).8f,5.0,15.546515,0.213097,8,1,5818.207512
